mat1,mat2
92556.6666666667,92
92557,92
92557.3333333333,92
92557.6666666667,92
92558,92
92558.3333333333,92
92558.6666666667,92
92559,92
92559.3333333333,92
92559.6666666667,92
92560,92
92560.3333333333,92
92560.6666666667,92
92561,92
92561.3333333333,92
92561.6666666667,92
92562,92
92562.3333333333,92
92562.6666666667,92
92563,92
92563.3333333333,92
92563.6666666667,92
92564,92
92564.3333333333,92
92564.6666666667,92
92565,92
92565.3333333333,92
92565.6666666667,92
92566,92
92566.3333333333,92
92566.6666666667,92
92567,92
92567.3333333333,92
92567.6666666667,92
92568,92
92568.3333333333,92
92568.6666666667,92
92569,92
92569.3333333333,92
92569.6666666667,92
92570,92
92570.3333333333,92
92570.6666666667,92
92571,92
92571.3333333333,92
92571.6666666667,92
92572,92
92572.3333333333,92
92572.6666666667,92
92573,92
92573.3333333333,92
92573.6666666667,92
92574,91
92574.3333333333,91
92574.6666666667,91
92575,91
92575.3333333333,91
92575.6666666667,91
92576,91
92576.3333333333,91
92576.6666666667,91
92577,91
92577.3333333333,91
92577.6666666667,91
92578,91
92578.3333333333,91
92578.6666666667,91
92579,91
92579.3333333333,91
92579.6666666667,91
92580,91
92580.3333333333,91
92580.6666666667,91
92581,91
92581.3333333333,91
92581.6666666667,91
92582,91
92582.3333333333,91
92582.6666666667,91
92583,91
92583.3333333333,91
92583.6666666667,91
92584,91
92584.3333333333,91
92584.6666666667,91
92585,91
92585.3333333333,91
92585.6666666667,91
92586,91
92586.3333333333,91
92586.6666666667,91
92587,91
92587.3333333333,91
92587.6666666667,91
92588,91
92588.3333333333,91
92588.6666666667,91
92589,91
92589.3333333333,91
92589.6666666667,91
92590,91
92590.3333333333,91
92590.6666666667,91
92591,91
92591.3333333333,91
92591.6666666667,91
92592,91
92592.3333333333,91
92592.6666666667,91
92593,91
92593.3333333333,91
92593.6666666667,91
92594,91
92594.3333333333,91
92594.6666666667,91
92595,91
92595.3333333333,91
92595.6666666667,91
92596,91
92596.3333333333,91
92596.6666666667,91
92597,92
92597.3333333333,92
92597.6666666667,92
92598,92
92598.3333333333,92
92598.6666666667,92
92599,92
92599.3333333333,92
92599.6666666667,92
92600,92
92600.3333333333,92
92600.6666666667,92
92601,92
92601.3333333333,92
92601.6666666667,92
92602,92
92602.3333333333,92
92602.6666666667,93
92603,93
92603.3333333333,93
92603.6666666667,93
92604,93
92604.3333333333,93
92604.6666666667,93
92605,93
92605.3333333333,93
92605.6666666667,93
92606,93
92606.3333333333,93
92606.6666666667,93
92607,93
92607.3333333333,93
92607.6666666667,93
92608,93
92608.3333333333,93
92608.6666666667,93
92609,93
92609.3333333333,93
92609.6666666667,93
92610,93
92610.3333333333,93
92610.6666666667,93
92611,93
92611.3333333333,93
92611.6666666667,93
92612,93
92612.3333333333,93
92612.6666666667,93
92613,93
92613.3333333333,93
92613.6666666667,93
92614,93
92614.3333333333,93
92614.6666666667,93
92615,93
92615.3333333333,93
92615.6666666667,93
92616,93
92616.3333333333,92
92616.6666666667,92
92617,92
92617.3333333333,92
92617.6666666667,92
92618,92
92618.3333333333,92
92618.6666666667,92
92619,92
92619.3333333333,92
92619.6666666667,92
92620,92
92620.3333333333,92
92620.6666666667,92
92621,92
92621.3333333333,92
92621.6666666667,92
92622,92
92622.3333333333,92
92622.6666666667,92
92623,92
92623.3333333333,92
92623.6666666667,92
92624,92
92624.3333333333,92
92624.6666666667,92
92625,92
92625.3333333333,92
92625.6666666667,92
92626,92
92626.3333333333,92
92626.6666666667,92
92627,92
92627.3333333333,92
92627.6666666667,92
92628,92
92628.3333333333,92
92628.6666666667,92
92629,92
92629.3333333333,92
92629.6666666667,92
92630,92
92630.3333333333,92
92630.6666666667,92
92631,92
92631.3333333333,92
92631.6666666667,92
92632,92
92632.3333333333,92
92632.6666666667,92
92633,92
92633.3333333333,92
92633.6666666667,92
92634,92
92634.3333333333,92
92634.6666666667,92
92635,92
92635.3333333333,92
92635.6666666667,92
92636,92
92636.3333333333,92
92636.6666666667,92
92637,92
92637.3333333333,92
92637.6666666667,92
92638,92
92638.3333333333,92
92638.6666666667,92
92639,92
92639.3333333333,92
92639.6666666667,93
92640,93
92640.3333333333,93
92640.6666666667,93
92641,93
92641.3333333333,93
92641.6666666667,93
92642,93
92642.3333333333,93
92642.6666666667,93
92643,93
92643.3333333333,93
92643.6666666667,93
92644,94
92644.3333333333,94
92644.6666666667,94
92645,94
92645.3333333333,94
92645.6666666667,94
92646,94
92646.3333333333,94
92646.6666666667,94
92647,94
92647.3333333333,94
92647.6666666667,94
92648,94
92648.3333333333,94
92648.6666666667,94
92649,94
92649.3333333333,94
92649.6666666667,94
92650,94
92650.3333333333,94
92650.6666666667,94
92651,94
92651.3333333333,94
92651.6666666667,94
92652,94
92652.3333333333,94
92652.6666666667,94
92653,94
92653.3333333333,94
92653.6666666667,94
92654,95
92654.3333333333,95
92654.6666666667,95
92655,95
92655.3333333333,95
92655.6666666667,95
92656,95
92656.3333333333,95
92656.6666666667,95
92657,95
92657.3333333333,95
92657.6666666667,95
92658,95
92658.3333333333,95
92658.6666666667,95
92659,95
92659.3333333333,94
92659.6666666667,94
92660,94
92660.3333333333,94
92660.6666666667,94
92661,94
92661.3333333333,94
92661.6666666667,94
92662,94
92662.3333333333,94
92662.6666666667,94
92663,94
92663.3333333333,94
92663.6666666667,94
92664,94
92664.3333333333,94
92664.6666666667,94
92665,94
92665.3333333333,94
92665.6666666667,94
92666,94
92666.3333333333,94
92666.6666666667,94
92667,93
92667.3333333333,93
92667.6666666667,93
92668,93
92668.3333333333,93
92668.6666666667,93
92669,93
92669.3333333333,93
92669.6666666667,93
92670,93
92670.3333333333,93
92670.6666666667,93
92671,93
92671.3333333333,93
92671.6666666667,93
92672,93
92672.3333333333,93
92672.6666666667,93
92673,93
92673.3333333333,93
92673.6666666667,93
92674,93
92674.3333333333,93
92674.6666666667,93
92675,93
92675.3333333333,92
92675.6666666667,92
92676,92
92676.3333333333,92
92676.6666666667,92
92677,92
92677.3333333333,92
92677.6666666667,92
92678,92
92678.3333333333,92
92678.6666666667,92
92679,92
92679.3333333333,92
92679.6666666667,92
92680,92
92680.3333333333,92
92680.6666666667,92
92681,92
92681.3333333333,92
92681.6666666667,92
92682,92
92682.3333333333,92
92682.6666666667,92
92683,92
92683.3333333333,92
92683.6666666667,92
92684,92
92684.3333333333,92
92684.6666666667,92
92685,92
92685.3333333333,92
92685.6666666667,92
92686,92
92686.3333333333,93
92686.6666666667,93
92687,93
92687.3333333333,93
92687.6666666667,93
92688,93
92688.3333333333,93
92688.6666666667,93
92689,93
92689.3333333333,93
92689.6666666667,93
92690,93
92690.3333333333,93
92690.6666666667,93
92691,93
92691.3333333333,93
92691.6666666667,93
92692,93
92692.3333333333,93
92692.6666666667,93
92693,93
92693.3333333333,93
92693.6666666667,93
92694,93
92694.3333333333,93
92694.6666666667,93
92695,93
92695.3333333333,93
92695.6666666667,93
92696,93
92696.3333333333,93
92696.6666666667,93
92697,93
92697.3333333333,93
92697.6666666667,93
92698,93
92698.3333333333,93
92698.6666666667,93
92699,93
92699.3333333333,93
92699.6666666667,93
92700,93
92700.3333333333,93
92700.6666666667,93
92701,93
92701.3333333333,93
92701.6666666667,93
92702,93
92702.3333333333,93
92702.6666666667,93
92703,93
92703.3333333333,93
92703.6666666667,93
92704,92
92704.3333333333,92
92704.6666666667,92
92705,92
92705.3333333333,92
92705.6666666667,92
92706,92
92706.3333333333,92
92706.6666666667,92
92707,92
92707.3333333333,92
92707.6666666667,92
92708,92
92708.3333333333,92
92708.6666666667,92
92709,92
92709.3333333333,92
92709.6666666667,92
92710,92
92710.3333333333,92
92710.6666666667,92
92711,92
92711.3333333333,92
92711.6666666667,93
92712,93
92712.3333333333,93
92712.6666666667,93
92713,93
92713.3333333333,93
92713.6666666667,93
92714,93
92714.3333333333,93
92714.6666666667,93
92715,93
92715.3333333333,93
92715.6666666667,93
92716,93
92716.3333333333,93
92716.6666666667,93
92717,93
92717.3333333333,93
92717.6666666667,93
92718,93
92718.3333333333,93
92718.6666666667,93
92719,93
92719.3333333333,93
92719.6666666667,93
92720,93
92720.3333333333,93
92720.6666666667,93
92721,93
92721.3333333333,93
92721.6666666667,93
92722,93
92722.3333333333,93
92722.6666666667,93
92723,93
92723.3333333333,93
92723.6666666667,93
92724,93
92724.3333333333,93
92724.6666666667,93
92725,93
92725.3333333333,93
92725.6666666667,93
92726,93
92726.3333333333,93
92726.6666666667,93
92727,93
92727.3333333333,93
92727.6666666667,93
92728,93
92728.3333333333,93
92728.6666666667,93
92729,93
92729.3333333333,93
92729.6666666667,93
92730,93
92730.3333333333,93
92730.6666666667,93
92731,93
92731.3333333333,93
92731.6666666667,93
92732,93
92732.3333333333,94
92732.6666666667,94
92733,94
92733.3333333333,94
92733.6666666667,94
92734,94
92734.3333333333,94
92734.6666666667,94
92735,94
92735.3333333333,94
92735.6666666667,94
92736,94
92736.3333333333,94
92736.6666666667,94
92737,94
92737.3333333333,94
92737.6666666667,94
92738,94
92738.3333333333,94
92738.6666666667,94
92739,94
92739.3333333333,94
92739.6666666667,94
92740,94
92740.3333333333,94
92740.6666666667,94
92741,94
92741.3333333333,94
92741.6666666667,94
92742,94
92742.3333333333,94
92742.6666666667,94
92743,94
92743.3333333333,94
92743.6666666667,94
92744,94
92744.3333333333,94
92744.6666666667,94
92745,94
92745.3333333333,94
92745.6666666667,94
92746,94
92746.3333333333,94
92746.6666666667,94
92747,94
92747.3333333333,94
92747.6666666667,94
92748,94
92748.3333333333,94
92748.6666666667,94
92749,94
92749.3333333333,94
92749.6666666667,94
92750,94
92750.3333333333,94
92750.6666666667,94
92751,94
92751.3333333333,94
92751.6666666667,93
92752,93
92752.3333333333,93
92752.6666666667,93
92753,93
92753.3333333333,93
92753.6666666667,93
92754,93
92754.3333333333,93
92754.6666666667,93
92755,93
92755.3333333333,93
92755.6666666667,93
92756,93
92756.3333333333,93
92756.6666666667,93
92757,93
92757.3333333333,93
92757.6666666667,93
92758,93
92758.3333333333,92
92758.6666666667,92
92759,92
92759.3333333333,92
92759.6666666667,92
92760,92
92760.3333333333,92
92760.6666666667,92
92761,92
92761.3333333333,92
92761.6666666667,92
92762,92
92762.3333333333,92
92762.6666666667,92
92763,92
92763.3333333333,92
92763.6666666667,92
92764,92
92764.3333333333,92
92764.6666666667,92
92765,92
92765.3333333333,92
92765.6666666667,92
92766,92
92766.3333333333,92
92766.6666666667,92
92767,92
92767.3333333333,92
92767.6666666667,92
92768,92
92768.3333333333,92
92768.6666666667,92
92769,92
92769.3333333333,92
92769.6666666667,92
92770,92
92770.3333333333,92
92770.6666666667,92
92771,92
92771.3333333333,92
92771.6666666667,92
92772,92
92772.3333333333,92
92772.6666666667,92
92773,92
92773.3333333333,92
92773.6666666667,92
92774,92
92774.3333333333,92
92774.6666666667,92
92775,92
92775.3333333333,92
92775.6666666667,92
92776,92
92776.3333333333,92
92776.6666666667,92
92777,92
92777.3333333333,92
92777.6666666667,92
92778,92
92778.3333333333,92
92778.6666666667,92
92779,92
92779.3333333333,92
92779.6666666667,93
92780,93
92780.3333333333,93
92780.6666666667,93
92781,93
92781.3333333333,93
92781.6666666667,93
92782,93
92782.3333333333,93
92782.6666666667,93
92783,93
92783.3333333333,93
92783.6666666667,93
92784,94
92784.3333333333,94
92784.6666666667,94
92785,94
92785.3333333333,94
92785.6666666667,94
92786,94
92786.3333333333,94
92786.6666666667,94
92787,94
92787.3333333333,94
92787.6666666667,94
92788,94
92788.3333333333,94
92788.6666666667,94
92789,94
92789.3333333333,94
92789.6666666667,94
92790,94
92790.3333333333,94
92790.6666666667,94
92791,94
92791.3333333333,94
92791.6666666667,94
92792,94
92792.3333333333,94
92792.6666666667,94
92793,94
92793.3333333333,94
92793.6666666667,94
92794,94
92794.3333333333,94
92794.6666666667,94
92795,94
92795.3333333333,94
92795.6666666667,94
92796,94
92796.3333333333,94
92796.6666666667,94
92797,94
92797.3333333333,94
92797.6666666667,94
92798,94
92798.3333333333,94
92798.6666666667,94
92799,94
92799.3333333333,94
92799.6666666667,94
92800,93
92800.3333333333,93
92800.6666666667,93
92801,93
92801.3333333333,93
92801.6666666667,93
92802,93
92802.3333333333,93
92802.6666666667,93
92803,93
92803.3333333333,93
92803.6666666667,93
92804,93
92804.3333333333,93
92804.6666666667,93
92805,93
92805.3333333333,93
92805.6666666667,93
92806,93
92806.3333333333,93
92806.6666666667,93
92807,93
92807.3333333333,92
92807.6666666667,92
92808,92
92808.3333333333,92
92808.6666666667,92
92809,92
92809.3333333333,92
92809.6666666667,92
92810,92
92810.3333333333,92
92810.6666666667,92
92811,92
92811.3333333333,92
92811.6666666667,92
92812,92
92812.3333333333,92
92812.6666666667,92
92813,92
92813.3333333333,92
92813.6666666667,92
92814,92
92814.3333333333,92
92814.6666666667,92
92815,92
92815.3333333333,92
92815.6666666667,92
92816,92
92816.3333333333,92
92816.6666666667,92
92817,92
92817.3333333333,92
92817.6666666667,92
92818,92
92818.3333333333,92
92818.6666666667,92
92819,92
92819.3333333333,92
92819.6666666667,92
92820,92
92820.3333333333,92
92820.6666666667,92
92821,92
92821.3333333333,92
92821.6666666667,92
92822,92
92822.3333333333,92
92822.6666666667,92
92823,92
92823.3333333333,92
92823.6666666667,92
92824,92
92824.3333333333,92
92824.6666666667,92
92825,92
92825.3333333333,92
92825.6666666667,92
92826,92
92826.3333333333,92
92826.6666666667,92
92827,92
92827.3333333333,92
92827.6666666667,93
92828,93
92828.3333333333,93
92828.6666666667,93
92829,93
92829.3333333333,93
92829.6666666667,93
92830,93
92830.3333333333,93
92830.6666666667,93
92831,93
92831.3333333333,93
92831.6666666667,93
92832,93
92832.3333333333,93
92832.6666666667,93
92833,93
92833.3333333333,93
92833.6666666667,93
92834,93
92834.3333333333,93
92834.6666666667,93
92835,94
92835.3333333333,94
92835.6666666667,94
92836,94
92836.3333333333,94
92836.6666666667,94
92837,94
92837.3333333333,94
92837.6666666667,94
92838,94
92838.3333333333,94
92838.6666666667,94
92839,94
92839.3333333333,94
92839.6666666667,93
92840,93
92840.3333333333,93
92840.6666666667,93
92841,93
92841.3333333333,93
92841.6666666667,93
92842,93
92842.3333333333,93
92842.6666666667,93
92843,93
92843.3333333333,93
92843.6666666667,93
92844,93
92844.3333333333,93
92844.6666666667,93
92845,93
92845.3333333333,93
92845.6666666667,93
92846,93
92846.3333333333,93
92846.6666666667,93
92847,93
92847.3333333333,93
92847.6666666667,93
92848,93
92848.3333333333,93
92848.6666666667,93
92849,93
92849.3333333333,93
92849.6666666667,93
92850,93
92850.3333333333,93
92850.6666666667,93
92851,93
92851.3333333333,93
92851.6666666667,92
92852,92
92852.3333333333,92
92852.6666666667,92
92853,92
92853.3333333333,92
92853.6666666667,92
92854,92
92854.3333333333,92
92854.6666666667,92
92855,92
92855.3333333333,92
92855.6666666667,92
92856,92
92856.3333333333,92
92856.6666666667,92
92857,92
92857.3333333333,92
92857.6666666667,92
92858,92
92858.3333333333,92
92858.6666666667,92
92859,92
92859.3333333333,92
92859.6666666667,92
92860,92
92860.3333333333,92
92860.6666666667,92
92861,92
92861.3333333333,92
92861.6666666667,92
92862,92
92862.3333333333,92
92862.6666666667,92
92863,92
92863.3333333333,92
92863.6666666667,92
92864,92
92864.3333333333,92
92864.6666666667,92
92865,92
92865.3333333333,92
92865.6666666667,92
92866,92
92866.3333333333,92
92866.6666666667,92
92867,92
92867.3333333333,92
92867.6666666667,92
92868,92
92868.3333333333,92
92868.6666666667,92
92869,92
92869.3333333333,92
92869.6666666667,92
92870,92
92870.3333333333,92
92870.6666666667,92
92871,92
92871.3333333333,92
92871.6666666667,92
92872,92
92872.3333333333,92
92872.6666666667,92
92873,92
92873.3333333333,92
92873.6666666667,92
92874,92
92874.3333333333,92
92874.6666666667,92
92875,92
92875.3333333333,92
92875.6666666667,92
92876,92
92876.3333333333,92
92876.6666666667,92
92877,92
92877.3333333333,92
92877.6666666667,92
92878,92
92878.3333333333,92
92878.6666666667,92
92879,92
92879.3333333333,92
92879.6666666667,92
92880,92
92880.3333333333,92
92880.6666666667,92
92881,92
92881.3333333333,92
92881.6666666667,92
92882,92
92882.3333333333,92
92882.6666666667,92
92883,92
92883.3333333333,92
92883.6666666667,92
92884,92
92884.3333333333,92
92884.6666666667,92
92885,92
92885.3333333333,92
92885.6666666667,92
92886,92
92886.3333333333,92
92886.6666666667,92
92887,92
92887.3333333333,92
92887.6666666667,92
92888,93
92888.3333333333,93
92888.6666666667,93
92889,93
92889.3333333333,93
92889.6666666667,93
92890,93
92890.3333333333,93
92890.6666666667,93
92891,93
92891.3333333333,93
92891.6666666667,93
92892,93
92892.3333333333,93
92892.6666666667,93
92893,93
92893.3333333333,93
92893.6666666667,93
92894,93
92894.3333333333,93
92894.6666666667,93
92895,93
92895.3333333333,94
92895.6666666667,94
92896,94
92896.3333333333,94
92896.6666666667,94
92897,94
92897.3333333333,94
92897.6666666667,94
92898,94
92898.3333333333,94
92898.6666666667,94
92899,94
92899.3333333333,94
92899.6666666667,94
92900,94
92900.3333333333,94
92900.6666666667,94
92901,94
92901.3333333333,94
92901.6666666667,94
92902,94
92902.3333333333,94
92902.6666666667,94
92903,94
92903.3333333333,94
92903.6666666667,94
92904,94
92904.3333333333,94
92904.6666666667,94
92905,94
92905.3333333333,94
92905.6666666667,94
92906,93
92906.3333333333,93
92906.6666666667,93
92907,93
92907.3333333333,93
92907.6666666667,93
92908,93
92908.3333333333,93
92908.6666666667,93
92909,93
92909.3333333333,93
92909.6666666667,93
92910,93
92910.3333333333,93
92910.6666666667,93
92911,93
92911.3333333333,93
92911.6666666667,93
92912,93
92912.3333333333,93
92912.6666666667,93
92913,93
92913.3333333333,93
92913.6666666667,93
92914,93
92914.3333333333,93
92914.6666666667,93
92915,93
92915.3333333333,93
92915.6666666667,93
92916,93
92916.3333333333,93
92916.6666666667,93
92917,93
92917.3333333333,93
92917.6666666667,93
92918,93
92918.3333333333,93
92918.6666666667,93
92919,93
92919.3333333333,93
92919.6666666667,93
92920,93
92920.3333333333,93
92920.6666666667,93
92921,93
92921.3333333333,93
92921.6666666667,93
92922,93
92922.3333333333,93
92922.6666666667,93
92923,93
92923.3333333333,93
92923.6666666667,93
92924,93
92924.3333333333,93
92924.6666666667,93
92925,93
92925.3333333333,93
92925.6666666667,93
92926,93
92926.3333333333,93
92926.6666666667,93
92927,93
92927.3333333333,93
92927.6666666667,93
92928,93
92928.3333333333,93
92928.6666666667,93
92929,93
92929.3333333333,93
92929.6666666667,93
92930,93
92930.3333333333,93
92930.6666666667,93
92931,93
92931.3333333333,93
92931.6666666667,93
92932,93
92932.3333333333,93
92932.6666666667,92
92933,92
92933.3333333333,92
92933.6666666667,92
92934,92
92934.3333333333,92
92934.6666666667,92
92935,92
92935.3333333333,92
92935.6666666667,92
92936,92
92936.3333333333,92
92936.6666666667,92
92937,92
92937.3333333333,92
92937.6666666667,92
92938,92
92938.3333333333,92
92938.6666666667,92
92939,92
92939.3333333333,92
92939.6666666667,92
92940,92
92940.3333333333,92
92940.6666666667,92
92941,92
92941.3333333333,92
92941.6666666667,92
92942,92
92942.3333333333,92
92942.6666666667,92
92943,92
92943.3333333333,92
92943.6666666667,92
92944,92
92944.3333333333,92
92944.6666666667,92
92945,92
92945.3333333333,92
92945.6666666667,92
92946,92
92946.3333333333,92
92946.6666666667,92
92947,92
92947.3333333333,92
92947.6666666667,92
92948,92
92948.3333333333,93
92948.6666666667,93
92949,93
92949.3333333333,93
92949.6666666667,93
92950,93
92950.3333333333,93
92950.6666666667,93
92951,93
92951.3333333333,93
92951.6666666667,93
92952,93
92952.3333333333,93
92952.6666666667,93
92953,93
92953.3333333333,93
92953.6666666667,93
92954,93
92954.3333333333,93
92954.6666666667,93
92955,93
92955.3333333333,94
92955.6666666667,94
92956,94
92956.3333333333,94
92956.6666666667,94
92957,94
92957.3333333333,94
92957.6666666667,94
92958,94
92958.3333333333,94
92958.6666666667,94
92959,94
92959.3333333333,94
92959.6666666667,94
92960,94
92960.3333333333,94
92960.6666666667,94
92961,94
92961.3333333333,93
92961.6666666667,93
92962,93
92962.3333333333,93
92962.6666666667,93
92963,93
92963.3333333333,93
92963.6666666667,93
92964,93
92964.3333333333,93
92964.6666666667,93
92965,93
92965.3333333333,93
92965.6666666667,93
92966,93
92966.3333333333,93
92966.6666666667,93
92967,93
92967.3333333333,93
92967.6666666667,93
92968,93
92968.3333333333,93
92968.6666666667,93
92969,93
92969.3333333333,93
92969.6666666667,93
92970,93
92970.3333333333,93
92970.6666666667,93
92971,93
92971.3333333333,93
92971.6666666667,93
92972,93
92972.3333333333,93
92972.6666666667,93
92973,93
92973.3333333333,93
92973.6666666667,93
92974,93
92974.3333333333,93
92974.6666666667,93
92975,93
92975.3333333333,93
92975.6666666667,93
92976,93
92976.3333333333,93
92976.6666666667,93
92977,93
92977.3333333333,93
92977.6666666667,93
92978,93
92978.3333333333,93
92978.6666666667,93
92979,93
92979.3333333333,93
92979.6666666667,93
92980,93
92980.3333333333,93
92980.6666666667,93
92981,93
92981.3333333333,93
92981.6666666667,93
92982,93
92982.3333333333,93
92982.6666666667,93
92983,93
92983.3333333333,93
92983.6666666667,93
92984,93
92984.3333333333,93
92984.6666666667,93
92985,93
92985.3333333333,93
92985.6666666667,93
92986,93
92986.3333333333,93
92986.6666666667,93
92987,93
92987.3333333333,93
92987.6666666667,93
92988,93
92988.3333333333,93
92988.6666666667,93
92989,93
92989.3333333333,93
92989.6666666667,93
92990,93
92990.3333333333,93
92990.6666666667,93
92991,93
92991.3333333333,93
92991.6666666667,93
92992,93
92992.3333333333,93
92992.6666666667,93
92993,93
92993.3333333333,93
92993.6666666667,93
92994,93
92994.3333333333,93
92994.6666666667,93
92995,93
92995.3333333333,93
92995.6666666667,93
92996,93
92996.3333333333,93
92996.6666666667,93
92997,93
92997.3333333333,93
92997.6666666667,93
92998,93
92998.3333333333,93
92998.6666666667,93
92999,93
92999.3333333333,93
92999.6666666667,92
93000,92
93000.3333333333,92
93000.6666666667,92
93001,92
93001.3333333333,92
93001.6666666667,92
93002,92
93002.3333333333,92
93002.6666666667,92
93003,92
93003.3333333333,92
93003.6666666667,92
93004,92
93004.3333333333,92
93004.6666666667,92
93005,92
93005.3333333333,92
93005.6666666667,92
93006,92
93006.3333333333,92
93006.6666666667,92
93007,92
93007.3333333333,92
93007.6666666667,92
93008,92
93008.3333333333,92
93008.6666666667,92
93009,92
93009.3333333333,92
93009.6666666667,92
93010,92
93010.3333333333,92
93010.6666666667,92
93011,92
93011.3333333333,92
93011.6666666667,92
93012,92
93012.3333333333,92
93012.6666666667,92
93013,92
93013.3333333333,92
93013.6666666667,92
93014,92
93014.3333333333,93
93014.6666666667,93
93015,93
93015.3333333333,93
93015.6666666667,93
93016,93
93016.3333333333,93
93016.6666666667,93
93017,93
93017.3333333333,93
93017.6666666667,93
93018,93
93018.3333333333,93
93018.6666666667,93
93019,93
93019.3333333333,93
93019.6666666667,93
93020,93
93020.3333333333,93
93020.6666666667,93
93021,93
93021.3333333333,93
93021.6666666667,93
93022,93
93022.3333333333,93
93022.6666666667,93
93023,93
93023.3333333333,93
93023.6666666667,93
93024,93
93024.3333333333,93
93024.6666666667,93
93025,92
93025.3333333333,92
93025.6666666667,92
93026,92
93026.3333333333,92
93026.6666666667,92
93027,92
93027.3333333333,92
93027.6666666667,92
93028,92
93028.3333333333,92
93028.6666666667,92
93029,92
93029.3333333333,92
93029.6666666667,92
93030,92
93030.3333333333,92
93030.6666666667,92
93031,92
93031.3333333333,92
93031.6666666667,92
93032,92
93032.3333333333,92
93032.6666666667,92
93033,92
93033.3333333333,92
93033.6666666667,92
93034,92
93034.3333333333,92
93034.6666666667,92
93035,92
93035.3333333333,92
93035.6666666667,92
93036,92
93036.3333333333,92
93036.6666666667,92
93037,93
93037.3333333333,93
93037.6666666667,93
93038,93
93038.3333333333,93
93038.6666666667,93
93039,93
93039.3333333333,93
93039.6666666667,93
93040,93
93040.3333333333,93
93040.6666666667,92
93041,92
93041.3333333333,92
93041.6666666667,92
93042,92
93042.3333333333,92
93042.6666666667,92
93043,92
93043.3333333333,92
93043.6666666667,92
93044,92
93044.3333333333,92
93044.6666666667,92
93045,92
93045.3333333333,92
93045.6666666667,92
93046,92
93046.3333333333,92
93046.6666666667,92
93047,92
93047.3333333333,92
93047.6666666667,92
93048,93
93048.3333333333,93
93048.6666666667,93
93049,93
93049.3333333333,93
93049.6666666667,93
93050,93
93050.3333333333,93
93050.6666666667,93
93051,93
93051.3333333333,93
93051.6666666667,93
93052,93
93052.3333333333,93
93052.6666666667,93
93053,92
93053.3333333333,92
93053.6666666667,92
93054,93
93054.3333333333,93
93054.6666666667,93
93055,93
93055.3333333333,92
93055.6666666667,92
93056,92
93056.3333333333,92
93056.6666666667,92
93057,92
93057.3333333333,92
93057.6666666667,92
93058,92
93058.3333333333,92
93058.6666666667,92
93059,92
93059.3333333333,92
93059.6666666667,92
93060,92
93060.3333333333,92
93060.6666666667,92
93061,92
93061.3333333333,92
93061.6666666667,92
93062,92
93062.3333333333,92
93062.6666666667,92
93063,92
93063.3333333333,92
93063.6666666667,92
93064,92
93064.3333333333,92
93064.6666666667,92
93065,92
93065.3333333333,92
93065.6666666667,92
93066,92
93066.3333333333,92
93066.6666666667,92
93067,92
93067.3333333333,92
93067.6666666667,92
93068,92
93068.3333333333,92
93068.6666666667,92
93069,92
93069.3333333333,93
93069.6666666667,93
93070,93
93070.3333333333,93
93070.6666666667,93
93071,93
93071.3333333333,93
93071.6666666667,93
93072,93
93072.3333333333,93
93072.6666666667,93
93073,93
93073.3333333333,93
93073.6666666667,93
93074,93
93074.3333333333,93
93074.6666666667,93
93075,93
93075.3333333333,93
93075.6666666667,93
93076,93
93076.3333333333,93
93076.6666666667,93
93077,93
93077.3333333333,93
93077.6666666667,93
93078,93
93078.3333333333,93
93078.6666666667,93
93079,93
93079.3333333333,93
93079.6666666667,93
93080,93
93080.3333333333,93
93080.6666666667,93
93081,93
93081.3333333333,93
93081.6666666667,93
93082,93
93082.3333333333,93
93082.6666666667,93
93083,93
93083.3333333333,93
93083.6666666667,93
93084,93
93084.3333333333,93
93084.6666666667,93
93085,93
93085.3333333333,93
93085.6666666667,93
93086,93
93086.3333333333,93
93086.6666666667,94
93087,94
93087.3333333333,94
93087.6666666667,94
93088,94
93088.3333333333,94
93088.6666666667,94
93089,94
93089.3333333333,94
93089.6666666667,94
93090,94
93090.3333333333,94
93090.6666666667,94
93091,94
93091.3333333333,94
93091.6666666667,94
93092,94
93092.3333333333,94
93092.6666666667,94
93093,94
93093.3333333333,94
93093.6666666667,94
93094,94
93094.3333333333,94
93094.6666666667,94
93095,94
93095.3333333333,94
93095.6666666667,94
93096,94
93096.3333333333,94
93096.6666666667,94
93097,94
93097.3333333333,95
93097.6666666667,95
93098,95
93098.3333333333,95
93098.6666666667,95
93099,95
93099.3333333333,95
93099.6666666667,95
93100,95
93100.3333333333,95
93100.6666666667,95
93101,95
93101.3333333333,95
93101.6666666667,95
93102,95
93102.3333333333,95
93102.6666666667,95
93103,95
93103.3333333333,95
93103.6666666667,96
93104,96
93104.3333333333,96
93104.6666666667,96
93105,96
93105.3333333333,96
93105.6666666667,96
93106,96
93106.3333333333,96
93106.6666666667,96
93107,95
93107.3333333333,95
93107.6666666667,95
93108,95
93108.3333333333,95
93108.6666666667,95
93109,95
93109.3333333333,95
93109.6666666667,95
93110,95
93110.3333333333,95
93110.6666666667,95
93111,95
93111.3333333333,95
93111.6666666667,95
93112,95
93112.3333333333,95
93112.6666666667,95
93113,95
93113.3333333333,95
93113.6666666667,95
93114,95
93114.3333333333,95
93114.6666666667,95
93115,95
93115.3333333333,95
93115.6666666667,94
93116,94
